Type,Category,Name,Description,Units,Possible Reasons for blank values
Measurement,Audio,Audio OnePercent PacketLoss Count,Number of audio streams with packet loss greater than 1%.,Number of streams,
Measurement,Audio,Audio OnePercent PacketLoss Percentage,Percentage of all audio streams with packet loss greater than 1%.,Percentage,
Measurement,Audio,Audio Poor Due To Jitter Count,Number of audio streams where the jitter metric exceeds thresholds listed here: [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md).,Number of streams,
Measurement,Audio,Audio Poor Due To PacketLoss Count,Number of audio streams where the packet loss metric exceeds thresholds listed here: [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md),Number of streams,
Measurement,Audio,Audio Poor Due To Degradation Count,Number of audio streams where the degradation metric exceeds thresholds listed here: [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md).,Number of streams,
Measurement,Audio,Audio Poor Due To RoundTrip Count,Number of audio streams where the round trip exceeds thresholds listed here: [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md).,Number of streams,
Measurement,Audio,Audio Poor Due To ConcealedRatio Count,Number of audio streams where the concealed ratio exceeds thresholds listed here: [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md).,Number of streams,
Measurement,Audio,Audio SLA Good Call Count,Number of audio calls within scope of the Skype for Business Voice Quality SLA ([Volume Licensing for Microsoft Products and Online Services](https://aka.ms/voicequalitysla)) classified as meeting the network performance targets.,Number of calls,
Measurement,Audio,Audio SLA Poor Call Count,Number of audio calls within scope of the Skype for Business Voice Quality SLA ([Volume Licensing for Microsoft Products and Online Services](https://aka.ms/voicequalitysla)) classified as not meeting the network performance targets.,Number of calls,
Measurement,Audio,Audio SLA Call Count,Number of audio calls within scope of the Skype for Business Voice Quality SLA ([Volume Licensing for Microsoft Products and Online Services](https://aka.ms/voicequalitysla)).,Number of calls,
Measurement,Audio,Audio SLA Good Call Percentage,Percentage of audio calls within scope of the Skype for Business Voice Quality SLA ([Volume Licensing for Microsoft Products and Online Services](https://aka.ms/voicequalitysla)) that were classified as meeting the network performance targets.,Percentage,
Measurement,Audio,Audio Good Call Stream Count,Number of audio streams where both audio streams in the call (call-leg) aren't classified as poor based on network metrics listed here: [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md).,Number of streams,
Measurement,Audio,Audio Poor Call Stream Count,Number of audio streams where at least one audio stream in the call (call-leg) was classified as poor based on network metrics listed here: [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md).,Number of streams,
Measurement,Audio,Audio Unclassified Call Stream Count,Number of audio streams where both audio streams in the call (call-leg) couldn't be classified due to missing network metrics.,Number of streams,
Measurement,Audio,Audio Poor Call Level Percentage,Percentage of all audio streams where at least one audio stream in the call (call-leg) was classified as poor based on network metrics listed here: [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md).,Percentage,
Measurement,Audio,Audio Call Count,Number of calls involving audio. There's an up to 0.2% error for this measure. See note below for details.,Number,
Measurement,Audio,Audio Poor Call Count,Number of calls involving audio classified as poor. There's an up to 0.2% error for this measure. See note below for details.,Number,
Measurement,Audio,Audio Good Call Count,Number of calls involving audio classified as good. There's an up to 0.2% error for this measure. See notes below for details.,Number of calls,
Measurement,Audio,Audio Unclassified Call Count,Number of calls involving audio that couldn't be classified Good or Poor. Unclassified calls are omitted from 'Poor Call Percentage' calculations. There's an up to 0.2% error for this measure. See note below for details.,Number of calls,
Measurement,Audio,Audio Poor Call Percentage,Percentage of classified calls involving audio classified as poor. There's an up to 0.2% error for this measure. See note below for details.,Percentage of calls,
Measurement,AppSharing,AppSharing Stream Count,Number of RDP-based application sharing streams.,Number of streams,
Measurement,AppSharing,AppSharing Poor Due To SpoiledTilePercentTotal Count,Number of application sharing streams where the spoiled tile percent total metric exceeds thresholds listed here: [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md).,Number of streams,
Measurement,AppSharing,AppSharing Poor Due To RelativeOneWayAverage Count,Number of application sharing streams where the spoiled tile percent total metric exceeds thresholds listed here: [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md).,Number of streams,
Measurement,AppSharing,AppSharing Poor Due To RDPTileProcessingLatencyAverage Count,Number of application sharing streams where the RDP tile processing latency average exceeds thresholds listed here: [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md).,Number of streams,
Measurement,AppSharing,AppSharing Poor Stream Count,Number of application sharing streams classified as poor based on network metrics listed here: [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md).,Number of streams,
Measurement,AppSharing,AppSharing Good Stream Count,Number of application sharing streams classified as good based on network metrics listed here: [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md).,Number of streams,
Measurement,AppSharing,AppSharing Unclassified Stream Count,Number of application sharing streams that didn't have sufficient data to be classified as good or poor based on network metrics listed here: [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md). Unclassified streams are omitted from 'Poor Percentage' calculations.,Number of streams,
Measurement,AppSharing,AppSharing Poor Percentage,Percentage of classified application sharing streams that were classified as poor based on network metrics listed here: [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md).,Percentage,
Measurement,Video,Video Stream Count,Number of video streams.,Number of streams,
Measurement,Video,Video Poor Due To VideoPostFecplr Count,Number of video streams where the Video Post Fec plr exceeds thresholds listed here: [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md).,Number of streams,
Measurement,Video,Video Poor Due To VideoLocalFrameLossPercentageAvg Count,Number of video streams where the Video Local Frame Loss Percentage Avg exceeds thresholds listed here: [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md).,Number of streams,
Measurement,Video,Video Poor Due To VideoFrameRateAvg Count,Number of Video streams where the Video Frame Rate Avg exceeds thresholds listed here: [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md).,Number of streams,
Measurement,Video,Video Poor Stream Count,Number of video streams classified as poor based on network metrics listed here [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md).,Number of streams,
Measurement,Video,Video Good Stream Count,Number of video streams classified as good based on network metrics listed here: [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md).,Number of streams,
Measurement,Video,Video Unclassified Stream Count,Number of video streams that didn't have sufficient data to be classified as good or poor based on network metrics listed here: [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md). Unclassified streams are omitted from 'Poor Percentage' calculations.,Number of streams,
Measurement,Video,Video Poor Percentage,Percentage of classified video streams that were classified as poor based on network metrics listed here [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md).,Percentage,
Measurement,Video,Video Call Count,,,
Measurement,Video,Video Poor Due to Freeze Count,Number of main video streams where the Video Freeze metric exceeds thresholds listed here. [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md). This field is specific to Microsoft Teams only,Number of streams,
Measurement,Video,Video Poor Percentage Due to Freeze,Percentage of main video streams that were classified as poor based on the Video Poor metric Due to Freeze listed here [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md). This field is specific to Microsoft Teams only,Percentage,
Measurement,VBSS,VBSS Stream Count,Number of video-based-screen sharing streams.,Number of streams,
Measurement,VBSS,VBSS Poor Due To VideoPostFecplr Count,Number of video-based-screen-sharing streams where the Video Post Fec plr exceeds thresholds listed here: [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md).,Number of streams,
Measurement,VBSS,VBSS Poor Due To VideoLocalFrameLossPercentageAvg Count,Number of video-based-screen-sharing streams where the Video Local Frame Loss Percentage Avg exceeds thresholds listed here: [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md).,Number of streams,
Measurement,VBSS,VBSS Poor Due To VideoFrameRateAvg Count,Number of video-based-screen-sharing streams where the Video Frame Rate Avg exceeds thresholds listed here: [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md).,Number of streams,
Measurement,VBSS,VBSS Poor Stream Count,Number of video-based-screen-sharing streams classified as poor based on network metrics listed here: [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md).,Number of streams,
Measurement,VBSS,VBSS Good Stream Count,Number of video-based-screen-sharing streams classified as good based on network metrics listed here: [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md).,Number of streams,
Measurement,VBSS,VBSS Unclassified Stream Count,Number of video-based-screen-sharing streams that didn't have sufficient data to be classified as good or poor based on network metrics listed here: [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md). Unclassified streams are omitted from 'Poor Percentage' calculations.,Number of streams,
Measurement,VBSS,VBSS Poor Percentage,Percentage of classified video-based-screen-sharing streams that classified as poor based on network metrics listed here: [Stream Classification in Call Quality Dashboard](stream-classification-in-call-quality-dashboard.md).,Percentage,
Measurement,Device,Audio Device Failure Percentage,,,
Measurement,Device,Audio Device General Failure Percentage,,,
Measurement,Device,No Mic Device Enumerated Failure Count,,,
Measurement,Device,No Mic Device Enumerated Failure Percentage,,,
Measurement,Device,Mic Initialization Failure Count,,,
Measurement,Device,Mic Initialization Failure Percentage,,,
Measurement,Device,Speaker Initialization Failure Count,,,
Measurement,Device,Speaker Initialization Failure Percentage,,,
Measurement,Device,No Speaker Device Enumerated Failure Count,,,
Measurement,Device,No Speaker Device Enumerated Failure Percentage,,,
Measurement,Device,Mic Is Silent Failure Count,,,
Measurement,Device,Mic Is Silent Failure Percentage,,,
Measurement,Device,Audio Device Failure Count,,,
Measurement,Device,First Audio Device General Failure Rate,,,
Measurement,Device,Second Audio Device General Failure Rate,,,
Measurement,Device,First Mic Device Failure Rate,,,
Measurement,Device,Second Mic Device Failure Rate,,,
Measurement,Device,First Speaker Device Failure Rate,,,
Measurement,Device,Second Speaker Device Failure Rate,,,
Measurement,Common,Avg Call Duration,Average duration of streams in seconds.,Seconds,
Measurement,Common,Total Audio Stream Duration (Minutes),Total audio stream duration in minutes in the selected time range.,Minutes,
Measurement,Common,Total Stream Duration (Minutes),,,
Measurement,Common,First Feedback Rating Avg,Average rating of streams reported by the user using the first endpoint. Calls are rated from 1-5 and the rating is applied to all streams of the call.,User rating (1-5),
Measurement,Common,Second Feedback Rating Avg,Average rating of streams reported by the user using the second endpoint. Calls are rated from 1-5 and the rating is applied to all streams of the call.,User rating (1-5),
Measurement,Common,First Feedback Rating Count,Number of streams rated by the user using the first endpoint. Calls are rated from 1-5 and the rating is applied to all streams of the call.,Number of rated streams,
Measurement,Common,Second Feedback Rating Count,Number of streams rated by the user using the second endpoint. Calls are rated from 1-5 and the rating is applied to all streams of the call.,Number of rated streams,
Measurement,Common,First Feedback Rating Poor Count,Number of streams rated by the user using the first endpoint as either 1 or 2. Calls are rated from 1-5 and the rating is applied to all streams of the call.,Number of rated streams,
Measurement,Common,Second Feedback Rating Poor Count,Number of streams rated by the user using the second endpoint as either 1 or 2. Calls are rated from 1-5 and the rating is applied to all streams of the call.,Number of rated streams,
Measurement,Common,First Feedback Rating Poor Percentage,Percentage of all rated streams that are rated by the user using the first endpoint as either 1 or 2. Calls are rated from 1-5 and the rating is applied to all streams of the call.,Number of rated streams,
Measurement,Common,Second Feedback Rating Poor Percentage,Percentage of all rated streams that are rated by the user using the second endpoint as either 1 or 2. Calls are rated from 1-5 and the rating is applied to all streams of the call.,Number of rated streams,
Measurement,Common,First Feedback Token Audio Issue Count,Number of streams where user using the first endpoint indicated an issue with audio.,Number rated streams,
Measurement,Common,Second Feedback Token Audio Issue Count,Number of streams where user using the second endpoint indicated an issue with audio.,Number rated streams,
Measurement,Common,First Feedback Token Video Issue Count,Number of streams where user using the first endpoint indicated an issue with video.,Number of rated streams,
Measurement,Common,Second Feedback Token Video Issue Count,Number of streams where user using the second endpoint indicated an issue with video.,Number of rated streams,
Measurement,Audio Signal,Avg First Echo Percent Mic In,Average percentage of time during the stream that the first endpoints detected echo in the audio from the capture or microphone device prior to echo cancellation.,Percentage,
Measurement,Audio Signal,Avg Second Echo Percent Mic In,Average percentage of time during the stream that the second endpoints detected echo in the audio from the capture or microphone device prior to echo cancellation.,Percentage,
Measurement,Audio Signal,Avg First Echo Percent Send,Average percentage of time during the stream that the first endpoints detected echo in the audio from the capture or microphone device after echo cancellation.,Percentage,
Measurement,Audio Signal,Avg Second Echo Percent Send,Average percentage of time during the stream that the second endpoints detected echo in the audio from the capture or microphone device after echo cancellation.,Percentage,
Measurement,Audio Metrics,Avg First Initial Signal Level RMS,Average of the root-mean-square (RMS) of the received signal for the first 30 seconds of the call for the first endpoint.  See [2.2.1.28.1 Child Elements](/openspecs/office_protocols/ms-qoe/3c78f383-73fe-49f6-89cb-614e7aa8b2e7) for more information,Range (Decibels),
Measurement,Audio Metrics,Avg Second Initial Signal Level RMS,Average of the root-mean-square (RMS) of the received signal for the first 30 seconds of the call for the second endpoint.,Range (Decibels),
Measurement,Audio Metrics,Avg First RxAGC Signal Level,Average signal level received at the automatic gain control for the first inbound audio stream.,Range (Decibels),
Measurement,Audio Metrics,Avg Second RxAGC Signal Level,Average signal level received at the automatic gain control for the second inbound audio stream.,Range (Decibels),
Measurement,Audio Metrics,Avg First RxAGC Noise Level,Average noise level received at the automatic gain control for the first inbound audio stream.,Range (Decibels),
Measurement,Audio Metrics,Avg Second RxAGC Noise Level,Average noise level received at the automatic gain control for the second inbound audio stream.,Range (Decibels),
Measurement,Audio Metrics,Avg First Render Loopback Signal Level,Average level of first speaker loopback signal (after any device offload effects are applied).,Range (Decibels),
Measurement,Audio Metrics,Avg Second Render Loopback Signal Level,Average level of second speaker loopback signal (after any device offload effects are applied).,Range (Decibels),
Measurement,Audio Metrics,Avg First Audio Send Signal Level,"Average energy level of sent audio for audio classified as mono speech, or left channel of stereo speech sent by first endpoints.",Decibels,
Measurement,Audio Metrics,Avg Second Audio Send Signal Level,"Average energy level of sent audio for audio classified as mono speech, or left channel of stereo speech sent by second endpoints.",Decibels,
Measurement,Audio Metrics,Avg First Audio Recv Signal Level,,,
Measurement,Audio Metrics,Avg Second Audio Recv Signal Level,,,
Measurement,Audio Metrics,Avg First Audio Send Noise Level,Average energy level of sent audio for audio classified as mono noise or left channel of stereo noise by the first endpoints.,Decibels,
Measurement,Audio Metrics,Avg Second Audio Send Noise Level,Average energy level of sent audio for audio classified as mono noise or left channel of stereo noise by the second endpoints.,Decibels,
Measurement,Audio Metrics,Avg First Audio Recv Noise Level,,,
Measurement,Audio Metrics,Avg Second Audio Recv Noise Level,,,
Measurement,Audio Metrics,First Audio Echo BAD_TIMESTAMP Count,Number of streams where the echo is caused by bad device timestamps from the first endpoints that limited echo cancellation in audio sent.,Number of streams,
Measurement,Audio Metrics,First Audio Echo POSTAEC_ECHO Count,Number of streams where the high echo is detected after echo cancellation for audio sent by the first endpoints.,Number of streams,
Measurement,Audio Metrics,First Audio Echo EVENT_ANLP Count,Number of streams where the first endpoints detected noise in the captured audio that limited echo cancellation in audio sent.,Number of streams,
Measurement,Audio Metrics,First Audio Echo EVENT_DNLP Count,Number of streams where the first endpoints detected noise in the captured audio that limited echo cancellation in audio sent.,Number of streams,
Measurement,Audio Metrics,First Audio Echo MIC_CLIPPING Count,Number of streams where the first endpoints detected clipping in the captured audio that limited echo cancellation in audio sent.,Number of streams,
Measurement,Audio Metrics,First Audio Echo BAD_STATE Count,Number of streams where the first endpoints detected issues with the internal state that limited echo cancellation in audio sent.,Number of streams,
Measurement,Audio Metrics,Second Audio Echo BAD_TIMESTAMP Count,Number of streams where the echo is caused by bad device timestamps from the second endpoints that limited echo cancellation in audio sent.,Number of streams,
Measurement,Audio Metrics,Second Audio Echo POSTAEC_ECHO Count,Number of streams where the high echo is detected after echo cancellation for audio sent by the second endpoints.,Number of streams,
Measurement,Audio Metrics,Second Audio Echo EVENT_ANLP Count,Number of streams where the second endpoints detected noise in the captured audio that limited echo cancellation in audio sent.,Number of streams,
Measurement,Audio Metrics,Second Audio Echo EVENT_DNLP Count,Number of streams where the second endpoints detected noise in the captured audio that limited echo cancellation in audio sent.,Number of streams,
Measurement,Audio Metrics,Second Audio Echo MIC_CLIPPING Count,Number of streams where the second endpoints detected clipping in the captured audio that limited echo cancellation in audio sent.,Number of streams,
Measurement,Audio Metrics,Second Audio Echo BAD_STATE Count,Number of streams where the second endpoints detected issues with the internal state that limited echo cancellation in audio sent.,Number of streams,
Measurement,Metrics,Avg Audio Degradation,Average Network Mean Opinion Score degradation for streams. Represents how much the network loss and jitter impact the quality of received audio.,Mean Opinion Score (0-5),
Measurement,Metrics,Avg Jitter,"Average network jitter for streams in milliseconds. This jitter metric is inter-arrival jitter as reported in the generic network payload, and is reported for all stream types.",Milliseconds,
Measurement,Metrics,Avg Jitter Max,"Maximum network jitter for streams in milliseconds. This jitter metric is inter-arrival jitter as reported in the generic network payload, and is reported for all stream types.",Milliseconds,
Measurement,Metrics,Avg Packet Loss Rate,Average of average percentage of packets lost computed using 5 second interval for streams. 0.1 indicates 10% packet loss.,Ratio,
Measurement,Metrics,Avg Packet Loss Rate Max,Average of maximum percentage of packets lost during any 5 second interval for streams. 0.1 indicates 10% packet loss.,Ratio,
Measurement,Metrics,Avg Send Listen MOS,Average of the prediction of the Wideband Listening Quality Mean Opinion Score (MOS-LQ) of the audio stream that is being sent from the user.,Number,
Measurement,Metrics,Avg Overall Avg Network MOS,"Average or average network Mean Opinion Score for streams. Represents the average predicted quality of received audio factoring in network loss, jitter, and codec.",Mean Opinion Score (0-5),
Measurement,Metrics,Avg Ratio Concealed Samples,Average of average ratio of the number of audio frames with samples generated by packet loss concealment to the total number of audio frames for streams. 0.1 indicates 10% of frames contained concealed samples.,Ratio,
Measurement,Metrics,Avg Conceal Ratio Max,Average of the maximum ratios of the number of audio frames with samples generated by packet loss concealment to the total number of audio frames for streams. 0.1 indicates 10% of frames contained concealed samples.,Ratio,
Measurement,Metrics,Avg Ratio Stretched Samples,Average of average ratio of the number of audio frames with samples that are stretched to compensate for jitter or loss to the total number of audio frames for streams. 0.1 indicates 10% audio frames contained stretched samples.,Ratio,
Measurement,Metrics,Avg Healer Packet Drop Ratio,Average ratio of audio packets dropped by healer over total number of audio packets received by healer.,Range (Ratio),
Measurement,Metrics,Avg Healer FEC Packet Used Ratio,Average ratio of used FEC packets over total number of received FEC packets.,Range (Ratio),
Measurement,Metrics,Avg Round Trip,Average of average network propagation round-trip time computed as specified in RFC3550 in milliseconds for streams.,Milliseconds,
Measurement,Metrics,Avg Round Trip Max,Average of maximum network propagation round-trip time computed as specified in RFC3550 in milliseconds for streams.,Milliseconds,
Measurement,Metrics,Avg Packet Utilization,Average number of Real-Time Transport Protocol (RTP) packets sent per second in the session.,Number of packets,
Measurement,Metrics,Avg Network Jitter,Average of network jitter computed over 20 second windows during the session. This metric is contained in the audio payload of the QoE. Stream types other than audio won't report a value for this measurement.,Milliseconds,
Measurement,Metrics,Avg Network Jitter Max,Average of maximum network jitter in milliseconds computed over 20 second windows during the session. This metric is contained in the audio payload of the QoE. Stream types other than audio won't report a value for this measurement.,Milliseconds,
Measurement,Metrics,Avg Network Jitter Min,Average of minimum network jitter values in milliseconds computed over 20 second windows during the session for streams. This metric is contained in the audio payload of the QoE. Stream types other than audio won't report a value for this measurement.,Milliseconds,
Measurement,Metrics,Avg Jitter Buffer Size,Average size of jitter buffer during session. This metric is contained in the audio payload of the QoE. Stream types other than audio won't report a value for this measurement.,Milliseconds,
Measurement,Metrics,Avg Jitter Buffer Size Max,Maximum size of jitter buffer during session. This metric is contained in the audio payload of the QoE. Stream types other than audio won't report a value for this measurement.,Milliseconds,
Measurement,Metrics,Avg Jitter Buffer Size Min,Minimum size of jitter buffer during session. This metric is contained in the audio payload of the QoE. Stream types other than audio won't report a value for this measurement.,Milliseconds,
Measurement,Metrics,Avg Relative OneWay,Average computed relative one way delay of the peer.,Milliseconds,
Measurement,Metrics,Avg Relative OneWay Max,,,
Measurement,Metrics,Avg Relative OneWay Gap Occurrences,Average number of instances of gaps in the relative one way delay of the peer.,Milliseconds,
Measurement,Metrics,Avg Relative OneWay Gap Density,Average density of gaps in the relative one way delay of the peer.,Milliseconds,
Measurement,Metrics,Avg Relative OneWay Gap Duration,Average duration of gaps in the relative one way delay of the peer.,Number (Milliseconds),
Measurement,Metrics,Avg Audio Post FECPLR,Average of packet loss rate after FEC is applied for aggregated across all audio streams and codecs for streams.,Ratio,
Measurement,Metrics,Avg Video Post FECPLR,Average of packet loss rate after FEC is applied for aggregated across all video streams and codecs for streams.,Ratio,
Measurement,Metrics,Avg Video Local Frame Loss Percentage,Average percentage of video frames lost as displayed to the user for streams. This includes frames recovered from network losses.,Percentage,
Measurement,Metrics,Avg Video Recv Frame Rate Average,,,
Measurement,Metrics,Avg Video Low Frame Rate Call Percent,Average of percentage of time of the call where frame rate is less than 7.5 frames per second for streams.,Percentage,
Measurement,Metrics,Avg Video Packet Loss Rate,"Average of average fraction of packets lost, as specified in [RFC3550](https://tools.ietf.org/html/rfc3550), computed over the duration of the session for streams.",Ratio,
Measurement,Metrics,Avg Video Frame Rate,"Average frames per second received for a video stream, computed over the duration of the session. Values grouped by range.",Frames per second,
Measurement,Metrics,Avg Video Dynamic Capability Percent,Average of percentage of time that the client is running < 70% expected video processing capability for this type of CPU for streams.,Milliseconds,
Measurement,Metrics,Avg AppSharing Spoiled Tile Percent Total,"Average of percentage of tiles which are discarded instead of being sent to a remote peer (for example, from the MCU to a viewer) for streams. Discarded tiles might be caused by bandwidth restrictions between client and server.",Milliseconds,
Measurement,Metrics,Avg AppSharing Relative OneWay,Average of average relative one-way delay between the endpoints in seconds for application sharing streams.,Seconds,
Measurement,Metrics,Avg AppSharing RDP Tile Processing Latency,Average of average latency in milliseconds processing tiles on the RDP Stack at the conferencing server for streams.,Milliseconds,
Measurement,Metrics,Avg First Device Capture Not Functioning Event Ratio,Average of the fraction of the call that the first endpoint detects the capture device isn't working properly.,Ratio,
Measurement,Metrics,Avg Second Device Capture Not Functioning Event Ratio,Average of the fraction of the call that the second endpoint detects the capture device isn't working properly.,Ratio,
Measurement,Metrics,Avg First Device Render Not Functioning Event Ratio,Average of the fraction of the call that the first endpoint detects the render device isn't working properly.,Ratio,
Measurement,Metrics,Avg Second Device Render Not Functioning Event Ratio,Average of the fraction of the call that the second endpoint detects the render device isn't working properly.,Ratio,
Measurement,Metrics,Avg First Mic Glitch Rate,Average First Mic Glitch Rate (glitches per 5 minutes for the endpoint microphone) for the stream.,Number of glitches,
Measurement,Metrics,Avg Second Mic Glitch Rate,Average Second Mic Glitch Rate (glitches per 5 minutes for the endpoint microphone) for the stream.,Number of glitches,
Measurement,Metrics,Avg First Speaker Glitch Rate,Average First Speaker Glitch Rate (glitches per 5 minutes for the endpoint loudspeaker) for the stream.,Number of glitches,
Measurement,Metrics,Avg Second Speaker Glitch Rate,Average Second Speaker Glitch Rate (glitches per 5 minutes for the endpoint loudspeaker) for the stream.,Number of glitches,
Measurement,Metrics,Avg First Send Mute Percent,Average of the percentage of the audio stream that's muted from the first endpoint.,Percentage,
Measurement,Metrics,Avg Second Send Mute Percent,Average of the percentage of the audio stream that's muted from the second endpoint.,Percentage,
Measurement,Metrics,Avg First System CPU Resource Usage Average,,,
Measurement,Metrics,Avg Second System CPU Resource Usage Average,,,
Measurement,Metrics,Avg First Process Memory Resource Usage Average,,,
Measurement,Metrics,Avg Second Process Memory Resource Usage Average,,,
Measurement,Metrics,Avg First System CPU Resource Usage Max,,,
Measurement,Metrics,Avg Second System CPU Resource Usage Max,,,
Measurement,Metrics,Avg First Process Memory Resource Usage Max,,,
Measurement,Metrics,Avg Second Process Memory Resource Usage Max,,,
Measurement,Metrics,Avg First System Memory Resource Usage Average,,,
Measurement,Metrics,Avg Second System Memory Resource Usage Average,,,
Measurement,Metrics,Avg First System Memory Resource Usage Max,,,
Measurement,Metrics,Avg Second System Memory Resource Usage Max,,,
Measurement,Metrics,Avg First Process CPU Resource Usage Average,,,
Measurement,Metrics,Avg Second Process CPU Resource Usage Average,,,
Measurement,Metrics,Avg First Process CPU Resource Usage Max,,,
Measurement,Metrics,Avg Second Process CPU Resource Usage Max,,,
Measurement,UserData,First User Count,Number of unique or distinct first endpoint users. Only available for the past 28 days of data. There's an up to 0.2% error for this measure. See note below for details.,Number,
Measurement,UserData,Second User Count,Number of unique or distinct second endpoint users. Only available for the past 28 days of data. There's an up to 0.2% error for this measure. See note below for details.,Number,
Measurement,Client Event,Avg First Device Glitches Event Ratio,Average fraction of the calls that the first endpoint detected glitches or gaps in the media played or captured that caused poor quality of the media being sent or received.,Percentage,
Measurement,Client Event,Avg Second Device Glitches Event Ratio,Average fraction of the call that the second endpoint detected glitches or gaps in the media played or captured that caused poor quality of the media being sent or received.,Percentage,
Measurement,Client Event,First Device Glitches Event Count,Number of streams where the first endpoint detected significant glitches or gaps in the media played or captured that caused poor quality of the media being sent or received.,Number,
Measurement,Client Event,Second Device Glitches Event Count,Number of streams where the second endpoint detected significant glitches or gaps in the media played or captured that caused poor quality of the media being sent or received.,Number,
Measurement,PSTN,PSTN Total Attempts Count,"Total attempted calls, including successful calls and failed calls in the selected time range. There's an up to 0.2% error for this measure. See note below for details.",Number of calls,
Measurement,PSTN,PSTN Total Connected Count,Total successfully connected calls in the selected time range. There's an up to 0.2% error for this measure. See note below for details.,Number of calls,
Measurement,PSTN,PSTN Inbound Attempts Count,"Total inbound attempted calls, including successful calls and failed calls in the select time range. There's an up to 0.2% error for this measure. See note below for details.",Number of calls,
Measurement,PSTN,PSTN Inbound Connected Count,Total inbound successfully connected calls in the selected time range. There's an up to 0.2% error for this measure. See note below for details.,Number of calls,
Measurement,PSTN,PSTN Outbound Attempts Count,"Total outbound attempted calls, including successful calls and failed calls in the selected time range. There's an up to 0.2% error for this measure. See note below for details.",Number of calls,
Measurement,PSTN,PSTN Outbound Connected Count,Total outbound successfully connected calls in the selected time range. There's an up to 0.2% error for this measure. See note below for details.,Number of Calls,
Measurement,PSTN,PSTN Total Minutes,Total minute usage in the selected time range.,Minutes,
Measurement,PSTN,PSTN Inbound Total Minutes,Total inbound minute usage in the selected time range.,Minutes,
Measurement,PSTN,PSTN Outbound Total Minutes,Total outbound minute usage in the selected time range.,Minutes,
Measurement,PSTN,PSTN Active User Count,The number of users who made at least one connected call during that day.,Number of users,
Measurement,PSTN,PSTN Average Call Duration (minutes),,,
Measurement,PSTN,PSTN Total Inbound Concurrent Call Count,Maximum number of simultaneous active inbound calls in a minute.,Number of calls,
Measurement,PSTN,PSTN Total Outbound Concurrent Call Count,Maximum number of simultaneous active outbound calls in a minute.,Number of calls,
Measurement,PSTN,P05 Latency,,,
Measurement,PSTN,P05 Jitter,,,
Measurement,PSTN,P05 Packet Loss Rate,,,
Measurement,PSTN,P10 Latency,,,
Measurement,PSTN,P10 Jitter,,,
Measurement,PSTN,P10 Packet Loss Rate,,,
Measurement,PSTN,P50 Latency,50% of the requests should be faster than given latency.,Milliseconds,
Measurement,PSTN,P50 Jitter,50% of the requests should be faster than given Jitter.,Milliseconds,
Measurement,PSTN,P50 Packet Loss Rate,50% of the requests should have lower than the given Packet Loss Rate.,Percentage,
Measurement,PSTN,P90 Latency,,,
Measurement,PSTN,P90 Jitter,,,
Measurement,PSTN,P90 Packet Loss Rate,,,
Measurement,PSTN,P95 Latency,,,
Measurement,PSTN,P95 Jitter,,,
Measurement,PSTN,P95 Packet Loss Rate,,,
Measurement,PSTN,PSTN Outgoing Post Dial Delay,The delay that occurs on outgoing calls measured from the time a number is dialed until the caller or called party hears ringing.,Milliseconds,
